date [mm-dd-yyyy]; recording company; matrix number; title; artist(s)
02-25-1927; Victor; BVE-37839; Twilight; Maria Jeritza
02-25-1927; Victor; BVE-37840; I know a lovely garden; Maria Jeritza
02-25-1927; Victor; BVE-37947; Hurry down sunshine, see what tomorrow brings; Sister Morgan
02-25-1927; Victor; BVE-37948; Mother's prayer; A. C. Forehand
02-25-1927; Victor; BVE-37949; I'm so glad today, today; A. C. Forehand
02-25-1927; Victor; BVE-37950; Mamma, fold your hands; Sadie James
02-25-1927; Victor; BVE-37951; What makes a bow-legged woman crazy 'bout her knock-kneed man; Sadie James
02-25-1927; Victor; BVE-37952; Everybody have the blues sometime; Arah "Baby" Moore
02-25-1927; Victor; BVE-37953; Drop down; Arah "Baby" Moore
02-25-1927; Victor; BVE-38115; Paradise wobble; Charlie Johnson’s Paradise Ten ; Monette Moore
02-25-1927; Victor; BVE-38116; Birmingham black bottom; Charlie Johnson’s Paradise Ten ; Monette Moore
02-25-1927; Victor; BVE-38117; Don't you leave me here; Charlie Johnson’s Paradise Ten ; Monette Moore
02-25-1927; Victor; BVE-38118; That saxophone waltz; Paul Whiteman Orchestra
02-25-1927; Victor; BVE-38119; It all depends on you; Paul Whiteman Orchestra
02-25-1927; Columbia; W143531; All that I had is gone; James P. Johnson
02-25-1927; Columbia; W143532; Snowy morning blues; James P. Johnson
02-25-1927; Columbia; W143533; Farewell blues; Charleston Chasers ; Red Nichols
02-25-1927; Columbia; W143534; Davenport blues; Charleston Chasers ; Red Nichols
02-25-1927; Columbia; W143537; Wabash blues; Charleston Chasers ; Red Nichols
02-25-1927; Columbia; W143538; At sundown (When love is calling me home); Clicquot Club Eskimos ; Harry Reser ; Tom Stacks
02-25-1927; Columbia; W143539; My Sunday girl; Clicquot Club Eskimos ; Harry Reser ; Tom Stacks
02-25-1927; Columbia; W143540; At sundown (When love is calling me home); Honey Duke and his Uke
02-25-1927; Columbia; 143541; If you see Sally; Honey Duke and his Uke
02-25-1927; Okeh; W80481; In a little Spanish town; George Epstyne
02-25-1927; Okeh; W80482; Blue skies; George Epstyne
02-25-1927; Okeh; W80483; Moonlight on the Ganges; George Epstyne
02-25-1927; Brunswick; E4598-E4600; Gambler's blues; Fess Williams
02-25-1927; Brunswick; E4601-E4602; I wasn't scared, but I just thought that I had better go; Fess Williams
02-25-1927; Brunswick; E21612-E21614; My Sunday girl; Selvin’s Orchestra
02-25-1927; Brunswick; E21615-E21617; My regular gal; Ben Selvin and his Orchestra
02-25-1927; Brunswick; E21618-E21619; The blind ploughman; Sigrid Onégin
02-25-1927; Brunswick; E21620-E21621; The fairy pipers; Sigrid Onégin
02-25-1927; Brunswick; E21622-E21623; Quítate de la bebida; Pilar Arcos
02-25-1927; Brunswick; E21624-E21625; Fea; Pilar Arcos
02-25-1927; Brunswick; C723; The royal telephone; Sister Rev. Mary Nelson
02-25-1927; Brunswick; C715-C716; We will walk thru the valley of peace; Hattie Parker
02-25-1927; Brunswick; C717-C718; Is it well with your soul today?; Hattie Parker
02-25-1927; Brunswick; C719-C720; My lord will deliver me; Pace Jubilee Singers
02-25-1927; Brunswick; C721-C722; Lawdy won’t you come by here; Pace Jubilee Singers
02-25-1927; Brunswick; C724-C725; Judgement; Sister Rev. Mary Nelson
02-25-1927; Edison; 11539; It made you happy when you made me cry; Phil Napoleon Orchestra
02-25-1927; Edison; 11540; The cat (A spooky novelty!); Phil Napoleon Orchestra
02-25-1927; Columbia (U.K.); WRAX2463; Dance of the hours; Court Symphony Orchestra ; Norman O’Neill
02-25-1927; Columbia (U.K.); WRAX2464; Dance of the hours; Court Symphony Orchestra ; Norman O’Neill
02-26-1927; Victor; BVE-37688; I'll forgive you 'cause I love you, but the wrongs you've done I can't forget; Alberta Hunter
02-26-1927; Victor; BVE-37689; I'm gonna lose myself way down in Louisville; Alberta Hunter
02-26-1927; Victor; BVE-37690; My old daddy's got a brand new way to love; Alberta Hunter
02-26-1927; Victor; BVE-37691; I'm down right now but I won't be down always; Alberta Hunter
02-26-1927; Victor; CVE-37954; I will arise and go to my father; Rev. E. D. Campbell
02-26-1927; Victor; BVE-37955; Daniel prayed three times a day; Rev. E. D. Campbell
02-26-1927; Victor; BVE-37956; Take me to the water; Rev. E. D. Campbell
02-26-1927; Victor; CVE-37957; Come let us eat together; Rev. E. D. Campbell
02-26-1927; Victor; BVE-37958; Dig a hole blues; Sister Morgan
02-26-1927; Columbia; W143418; Who'll buy my violets?; Gypsy and Marta
02-26-1927; Columbia; W143419; Talk about Dixie; Gypsy and Marta
02-26-1927; Columbia; W143420; Proud; Gypsy and Marta
02-26-1927; Columbia; W143421; Lady bug; Gypsy and Marta
02-26-1927; Columbia; W143542; I wonder how I look when I'm asleep; Vaughn De Leath
02-26-1927; Columbia; W143543; Alabama stomp; Charles Kaley
02-26-1927; Brunswick; E21626-E21628; Indian butterfly; Ernie Golden ; Hotel McAlpin Orchestra
02-26-1927; Brunswick; E21629-E21631; Silver song bird; Ernie Golden ; Hotel McAlpin Orchestra
02-27-1927; Victor; BVE-37959; Scandinavian stomp; Beale Street Frolic Orchestra ; Charley Williamson
02-27-1927; Victor; BVE-37960; Midnight frolic drag; Beale Street Frolic Orchestra ; Charley Williamson
02-27-1927; Gennett; 12609; Strange woman's dream; William "Kid" Pearson
02-27-1927; Gennett; 12610; Pig iron blues; Powell Casey
02-27-1927; Columbia (U.K.); WAX2465; Castles in the air, selection; Ernest Irving ; Modern Theatre Orchestra
02-27-1927; Columbia (U.K.); WAX2466; Castles in the air, selection; Ernest Irving ; Modern Theatre Orchestra
02-28-1927; Victor; CVE-31977; Adagio; Pablo Casals
02-28-1927; Victor; CVE-31978; Goyescas : Intermezzo; Pablo Casals
02-28-1927; Victor; BVE-37692; Romancing around; Victor Orchestra
02-28-1927; Victor; BVE-37693; Jedna cura mala; Josip Batistić
02-28-1927; Victor; BVE-37694; Srpska himna; Josip Batistić
02-28-1927; Victor; BVE-37961; Honey in the rock; Mamie Forehand
02-28-1927; Victor; BVE-37962; Wouldn't mind dying if dying was all; Mamie Forehand
02-28-1927; Victor; BVE-37963; I raised my window and looked at the risin' sun; Ollie Rupert
02-28-1927; Victor; BVE-37964; Ain't goin' to be your low down dog; Ollie Rupert
02-28-1927; Victor; BVE-37965; Pharaoh said 'Who is the Lord?'; Rev. E. D. Campbell
02-28-1927; Victor; BVE-37966; In hell he lifted up his eyes; Rev. E. D. Campbell
02-28-1927; Victor; BVE-37967; Faith; Rev. E. D. Campbell
02-28-1927; Victor; BVE-37968; Hell under the water; Rev. E. D. Campbell
02-28-1927; Victor; CVE-38120; Pios ide prasino dendri; Sotirios Stasinopoulos
02-28-1927; Victor; CVE-38121; I trata; Sotirios Stasinopoulos
02-28-1927; Victor; CVE-38122; Trikaliniamou perdika; Sotirios Stasinopoulos
02-28-1927; Victor; CVE-38123; Stis akrivias ton kero; Sotirios Stasinopoulos
02-28-1927; Victor; BVE-38124; Pretty lips; Paul Whiteman Orchestra
00-00-1927; Columbia; W143529; Patrick Whack; James Claffy
02-28-1927; Columbia; W143544; My regular gal; Billy Day
02-28-1927; Columbia; W143545; Hello cutie; Billy Day
02-28-1927; Columbia; 143546; Rio Rita; Sid Garry
02-28-1927; Columbia; 143547; Nesting time; Sid Garry
02-28-1927; Columbia; W143548; (What do we do on a) Dew-dew-dewey day?; Ruth Etting
02-28-1927; Columbia; W143549; Wherever you go—whatever you do I want you to know I love you; Ruth Etting
02-28-1927; Columbia; W143550; Hoosier sweetheart (Say who); Ruth Etting
02-28-1927; Columbia; W143551; It all depends on you; Ruth Etting
00-00-1927; Columbia; W107608; Luna; Columbia Dance Orchestra
00-00-1927; Columbia; W107609; Kiss me again; Columbia Dance Orchestra
00-00-1927; Columbia; W107618; Kinkyk žirgus; Justas Kudirka
00-00-1927; Columbia; W107619; Pianti linksma; Justas Kudirka
00-00-1927; Columbia; W107620; Mane motinėlē; Justas Kudirka
00-00-1927; Columbia; W107621; Pasisėjau rutelę; Justas Kudirka
00-00-1927; Columbia; W107622; Tiskarin polkka; Antti Kosola ; Hiski Salomaa
00-00-1927; Columbia; W107623; Askon kolmerivinen; Antti Kosola ; Hiski Salomaa
00-00-1927; Columbia; W107624; Vid siljan är mitt hem; Henry Corsell
00-00-1927; Columbia; W107625; Näcken han spelar på böljan blå; Henry Corsell
00-00-1927; Columbia; W107626; Varje liten tanke : Sångvals; Henry Corsell
00-00-1927; Columbia; W107627; Bor du hemma hos din mamma?; Henry Corsell
00-00-1927; Columbia; W107628; Oǐ, tam za lisom; Roza Krasnowska ; Ukrainska Orchestra Pawla Humeniuka ; Ewgen Źukowsky
00-00-1927; Columbia; W107629; Na vesiliu pid khatoyu; Roza Krasnowska ; Ukrainska Orchestra Pawla Humeniuka ; Ewgen Źukowsky
00-00-1927; Columbia; W107630; Hopp sunta li a lua; Skrällbom
00-00-1927; Columbia; W107631; Tjolanta å ja'; Skrällbom
00-00-1927; Columbia; W107632; Il sirio; John Pezzolo
00-00-1927; Columbia; W107633; Julietta mazurka; John Pezzolo
00-00-1927; Columbia; W107656; Quando t'amo : Valzer; Orchestra di Mandolini e Chitarre
00-00-1927; Columbia; W107658; Finestra bruna; Orchestra Coloniale
00-00-1927; Columbia; W107659; T'amo ancora; Orchestra Coloniale
00-00-1927; Columbia; W107660; Amor tradito : Valzer; Orchestra Coloniale
00-00-1927; Columbia; W107661; Palermo in festa : Polka; Orchestra Coloniale
00-00-1927; Columbia; W107662; Margarita; David Medoff
00-00-1927; Columbia; W107663; Gliadia na luch; David Medoff
00-00-1927; Columbia; W107664; To nie veter klonet; David Medoff
00-00-1927; Columbia; W107665; Oĭ, polna, polna korobushka; David Medoff
00-00-1927; Columbia; W107666; Polka parubocka; Ukrainska Orchestra Pawla Humeniuka
00-00-1927; Columbia; W107667; Wals bandura; Ukrainska Orchestra Pawla Humeniuka
00-00-1927; Columbia; W107668; Husar husy zhaniae; Pavlo Humeniuk
00-00-1927; Columbia; W107669; Chotila mene maty; Pavlo Humeniuk
00-00-1927; Columbia; W107670; Ich bin a Mama; Jennie Goldstein
00-00-1927; Columbia; W107671; Vu iz mein kind?; Jennie Goldstein
00-00-1927; Columbia; W107672; Mein Mame's liedele; Irving Grossman
00-00-1927; Columbia; W107673; Breingt mir mein mamen fun yener zeit; Irving Grossman
00-00-1927; Columbia; W107674; W pogodny wieczór majowy; Ignacy Ulatowski
00-00-1927; Columbia; W107675; Maryś, Maryś; Ignacy Ulatowski
00-00-1927; Columbia; W107676; Majufes; Ignacy Ulatowski
00-00-1927; Columbia; W107678; Oj! Chmielu, chmielu; Ignacy Ulatowski
00-00-1927; Columbia; W107679; Była Maryś młoda; Ignacy Ulatowski
00-00-1927; Columbia; W107680; Ozenił sie stary z młoda; Ignacy Ulatowski
00-00-1927; Columbia; W107681; Czemu ty dziewczyno; Ignacy Ulatowski
00-00-1927; Columbia; W205544; Ta kommena ta mallia sou; Marika Papagika
00-00-1927; Columbia; W205545; Tourna; Marika Papagika
00-00-1927; Columbia; W205546; Kremetai i kapota : Kalamatiano; Marika Papagika
02-28-1927; Columbia; W205548; Tal; Mordechai Hershman
02-28-1927; Columbia; W205549; Hashem, hashem, eil rachun vechanun; Mordechai Hershman
02-28-1927; Brunswick; E4603-E4605; John Henry blues; William Francis ; Richard Sowell
02-28-1927; Brunswick; E4606-E4608; Roubin blues; William Francis ; Richard Sowell
02-28-1927; Brunswick; E21632-E21635; South wind; Victor Arden ; Phil Ohman
02-28-1927; Brunswick; E21636-E21638; East St. Louis toodle-oo; Duke Ellington ; Kentucky Club Orchestra
02-28-1927; Brunswick; E21639-E21641; Birmingham breakdown; Kentucky Club Orchestra
02-28-1927; Brunswick; E26139-E26141a; No masters; Harry Richman
00-00-1927; Brunswick; C695-C696; Let’s make believe; Jules Herbuveaux ; Palmer House Victorians
00-00-1927; Brunswick; C697-C700; Sad 'n' blue; Jules Herbuveaux ; Palmer House Victorians
02-28-1927; Edison; 11541; Never without you; Don Voorhees and his Earl Carroll's Vanities Orchestra ; Harold Yates
02-28-1927; Edison; 11542; I still believe in you; Don Voorhees and his Earl Carroll's Vanities Orchestra ; Harold Yates
02-28-1927; Edison; 11543; Pardon the glove; Don Voorhees and his Earl Carroll's Vanities Orchestra
00-00-1927; Edison; 12027; Peer Gynt suite no. 1 : Morning; Sodero's Band
00-00-1927; Edison; 12028; Hungarian rhapsody—Parts 1 and 2; Edison Concert Band
00-00-1927; Edison; 12030; How I love you; Clyde Doerr Orchestra ; F. Wheeler Wadsworth Orchestra ; Hotel Commodore Dance Orchestra
00-00-1927; Edison; 12031; Thaïs—Meditation; André Benoist ; Albert Spalding
00-00-1927; Edison; 12032; Rhapsodie russe; Arrowhead Inn Orchestra ; Ernie Golden ; Hotel Commodore Dance Orchestra ; Hotel McAlpin Orchestra ; Bernhard Levitow ; Harold Veo
02-28-1927; Gramophone; CWR824; Light cavalry overture; Staatskapelle Berlin
02-28-1927; Gennett; 12611; Goo goo blues; Melrose Dixieland Thumpers
02-28-1927; Gennett; 12612; Sweetness; Melrose Dixieland Thumpers
02-28-1927; Gennett; 12613; 47th Street stomp; Melrose Dixieland Thumpers
02-28-1927; Gennett; 12614; Cootie stomp; Melrose Dixieland Thumpers
02-28-1927; Plaza; 7081; I've never seen a straight banana; Ernest Hare ; Billy Jones
02-28-1927; Plaza; 7082; Crazy words—crazy tune (Vo-do-de-o); The Happiness Boys ; Dave Kaplan
02-28-1927; Plaza; 7088; Take your finger out of your mouth (I want a kiss from you); Macy and Smalle
02-28-1927; Plaza; 7089; It all depends on you; Irving Kaufman
02-28-1927; Plaza; 7090; Rock me to sleep in an old rocking chair; Irving Kaufman
02-28-1927; Plaza; 7091; If you see Sally; Irving Kaufman
02-28-1927; Plaza; 7093; Silver song bird; Artie Dunn ; Sammy Fain ; Fred Rich Orchestra
02-28-1927; Plaza; 7094; Hoosier sweetheart (Say who); Artie Dunn ; Sammy Fain ; Fred Rich Orchestra
02-28-1927; Plaza; 7095; A lane in Spain; Fred Rich Orchestra ; Joy Boys
02-28-1927; Plaza; 7097; Get away, old man, get away; Arthur Fields
02-28-1927; Plaza; 7098; My Carolina home; Billy Hillpot ; Scrappy Lambert
02-28-1927; Plaza; 7099; Why should I say that I'm sorry (When nobody's sorry but me)?; Scrappy Lambert
02-28-1927; Plaza; 7105; I'm back in love again; Jack Pettis and his Band
02-28-1927; Plaza; 7108; Calling; Scrappy Lambert ; Sam Lanin's Dance Orchestra
02-28-1927; Plaza; 7109; (There's something nice about everyone, but) There's everything nice about you; Sam Lanin's Dance Orchestra
02-28-1927; Plaza; 7110; One summer night; Adrian Schubert Orchestra ; Irving Kaufman
02-28-1927; Plaza; 7112; Underneath the weeping willow; Billy Hillpot ; Scrappy Lambert ; Sam Lanin's Dance Orchestra
02-28-1927; Plaza; 7123; I'm looking over a four-leaf clover; The Radio Imps
02-28-1927; Plaza; 7125; My wife's in Europe today; Irving Kaufman
02-28-1927; Plaza; 7127; Down in the old neighborhood; Irving Kaufman
02-28-1927; Plaza; 7129; Pretty Kitty Donahue; Irving Kaufman
02-28-1927; Plaza; 7130; Don't you leave me here; Laura Smith
02-28-1927; Plaza; 7132; So blue; Male vocal solo (unidentified)
02-28-1927; Plaza; 7134; The Arkansas traveler; John Baltzell
00-00-1927; Plaza; 7135; Turkey in the straw; John Baltzell
02-28-1927; Plaza; 7136; Sailor's hornpipe; John Baltzell
00-00-1927; Plaza; 7137; The girl I left behind; John Baltzell
00-00-1927; Columbia (U.K.); WH1101; Trapeza; Ilia Atanassoff
02-28-1927; Columbia (U.K.); WL386; On trompte son mari; Lucienne Boyer
02-28-1927; Columbia (U.K.); WL387; L'amour est un jeu; Lucienne Boyer
03-01-1927; Victor; CVE-37695; Die heilige Stadt; Manhattan Quartet
03-01-1927; Victor; BVE-37696; Kentucky lullaby; Peerless Quartet
03-01-1927; Victor; BVE-37697; Swanee River Trail; Peerless Quartet
03-01-1927; Victor; BVE-37969; In that happy over yonder; George Long and his Singers
03-01-1927; Victor; BVE-37970; What shall our answer be; George Long and his Singers
03-01-1927; Victor; BVE-37971; Murillo's lesson; George Long and his Singers
03-01-1927; Victor; BVE-37972; I'm going home to die no more; George Long and his Singers
03-01-1927; Victor; BVE-37973; Memphis scronch; Beale Street Frolic Orchestra ; Charley Williamson
03-01-1927; Victor; BVE-37974; Bear wallow; Beale Street Frolic Orchestra ; Charley Williamson
03-01-1927; Victor; BVE-38125; Tre's Boston; Orquesta Internacional
03-01-1927; Victor; BVE-38126; Te quiero pero no me beses; Orquesta Internacional
03-01-1927; Victor; BVE-38127; I'll take care of your cares; Franklyn Baur
03-01-1927; Victor; BVE-38128; At sundown (When love is calling me home); Franklyn Baur
03-01-1927; Columbia; W143422; Who'll buy my violets?; Frank Ellis ; St. Francis Hotel Orchestra
03-01-1927; Columbia; W143423; Hop skip; Frank Ellis ; St. Francis Hotel Orchestra
03-01-1927; Columbia; 143552; Oh! Baby don't we get along; Jack Kaufman
03-01-1927; Columbia; 143553; I wonder how I look when I'm asleep; Jack Kaufman
03-01-1927; Columbia; W143554; Billy the Kid; Al Craver
03-01-1927; Columbia; W143555; The wreck of C. & O. Number 5; Al Craver
03-01-1927; Columbia; W143556; Death's shadow song; Vernon Dalhart ; Charlie Wells
03-01-1927; Columbia; W143557; My Blue Ridge Mountain home; Vernon Dalhart ; Charlie Wells
03-01-1927; Columbia; 143558; I'm back in love again; Frank Farrell ; Greenwich Village Inn Orchestra
03-01-1927; Columbia; 143559; Rio Rita; Frank Farrell ; Greenwich Village Inn Orchestra
03-01-1927; Columbia; 143560; South wind; Frank Farrell ; Greenwich Village Inn Orchestra
03-01-1927; Columbia; W143561; My man; Ruth Etting
03-01-1927; Columbia; W143562; I'm nobody's baby; Ruth Etting
03-01-1927; Columbia; W143563; After you've gone; Ruth Etting
03-01-1927; Columbia; W143564; Sam the old accordion man; Ruth Etting
00-00-1927; Columbia; W95637; Perfidy; Guatemala Marimba Orchestra
00-00-1927; Columbia; W95643; The sexton; Guatemala Marimba Orchestra
03-01-1927; Brunswick; E21677-E21679; Ave de paso; Castilians
03-01-1927; Brunswick; E21680-E21682; Quítate de la bebida; Castilians
03-01-1927; Brunswick; E21683-E21685; What do I care what somebody said; Mound City Blue Blowers
03-01-1927; Brunswick; E21686-E21688; Nervous puppies; Mound City Blue Blowers
03-01-1927; Brunswick; E21689-E21691; That saxophone waltz; Regent Club Orchestra
03-01-1927; Brunswick; E21692-E21694; Consolation; Regent Club Orchestra
03-01-1927; Brunswick; E21695-E21696; Moonbeam! Kiss her for me; Chester Gaylord
03-01-1927; Brunswick; E21697-E21698; So blue; Chester Gaylord
03-01-1927; Edison; 11544; I wonder how I look when I'm asleep; Billy Jones
03-01-1927; Edison; 11545; In a little Spanish town ('Twas on a night like this); Arthur Fields
03-01-1927; Edison; 11546; It made you happy when you made me cry; Vaughn De Leath ; Stuart Ross
03-01-1927; Edison; 11547; (Does she love me) Positively—absolutely; Vaughn De Leath ; Stuart Ross
03-01-1927; Gramophone; CWR830; The beautiful Galatea : Overture; Staatskapelle Berlin ; Ernst Viebig
03-01-1927; Gennett; 12615; My! My! My!; John Williams' Kansas City Stompers
03-01-1927; Gennett; 12616; Kansas City yellow front; John Williams' Kansas City Stompers
